Geo_GEOID,Geo_NAME,SE_T001_001,SE_T002_001,SE_T002_002,SE_T003_001,SE_T003_002,SE_T003_003,SE_T150_002,SE_T150_008,SE_T027_008,SE_T030_002,SE_T037_003,SE_T049_003,SE_T049_004,SE_T049_005,SE_T049_006,SE_T049_007,SE_T049_009,SE_T049_011,SE_T049_012,SE_T053_003,SE_T053_004,SE_T053_006,SE_T056_002,SE_T056_017,SE_T080_002,SE_T108_002,SE_T114_002,SE_T128_003,SE_T128_004,SE_T128_005,SE_T128_006,SE_T129_009,SE_T145_002,SE_T131_002,B07003013,B07003016,B10063002
05000US12133,"Washington County, Florida",24627,24627,42.15626,615.9543,584.1837,31.77057,3555,107,29,60,948,1020,410,169,1100,431,432,1712,814,1696,1135,21,1059,109,225,2764,1506,25,8,0,41,331,2984,2201,171,7,349
05000US13001,"Appling County, Georgia",18410,18410,36.30277,512.2615,507.1238,5.137719,2912,75,22,56,641,607,1048,290,739,458,288,1436,338,1008,697,13,767,71,77,2062,1121,20,0,0,161,190,3319,1162,140,0,363
05000US13003,"Atkinson County, Georgia",8268,8268,24.36773,344.5335,339.3011,5.232345,1673,7,7,23,214,194,874,91,561,190,75,483,124,428,220,0,285,44,38,662,979,0,0,0,48,92,2121,366,60,8,177
05000US13005,"Bacon County, Georgia",11251,11251,39.61113,285.8224,284.0363,1.786055,1454,16,16,72,245,324,651,72,505,371,154,1109,111,761,336,6,390,26,87,1082,624,56,0,0,29,75,1743,624,126,0,174
05000US13007,"Baker County, Georgia",3250,3250,9.504447,349.1383,341.9452,7.193096,508,3,0,0,45,85,165,58,121,65,34,275,39,293,91,0,166,13,18,467,118,0,0,0,16,77,615,172,20,0,70
05000US13009,"Baldwin County, Georgia",45808,45808,177.1248,268.2756,258.6199,9.655709,5114,376,173,160,1532,830,1490,33,1792,833,724,5429,2116,4204,937,0,2433,176,186,4143,3449,76,0,8,592,233,5701,2797,590,44,694
05000US13011,"Banks County, Georgia",18336,18336,79.00358,233.8866,232.0907,1.79582,3075,18,7,45,640,533,1658,328,1056,468,296,1456,345,919,786,58,523,52,113,2606,867,0,21,0,134,312,3150,1244,104,103,325
05000US13013,"Barrow County, Georgia",73340,73340,457.3252,162.932,160.3673,2.564714,8539,246,139,320,3065,3146,3901,1284,5555,1835,1867,6230,2215,4049,2433,42,1373,368,652,12814,3800,93,30,35,150,1312,12326,4557,549,22,1315
05000US13015,"Bartow County, Georgia",101942,101942,221.8319,470.1131,459.5461,10.56697,12391,240,91,437,3748,4413,7797,993,5496,2986,2391,8645,3785,6203,3595,51,2490,690,1989,15900,4887,422,17,0,273,1055,15719,6899,1352,62,2374
05000US13017,"Ben Hill County, Georgia",17405,17405,69.58642,253.9072,250.1207,3.786515,2147,20,20,63,474,377,1039,112,557,373,206,1220,369,1002,403,6,1316,27,181,2116,2092,0,17,35,86,32,3327,793,138,32,376
05000US13019,"Berrien County, Georgia",18986,18986,42.00944,457.8827,451.946,5.936674,2520,43,11,86,797,481,1080,163,776,294,287,1500,572,1330,502,24,978,6,98,2533,1523,15,13,22,160,176,4255,1267,268,45,300
05000US13021,"Bibb County, Georgia",154194,154194,618.4784,254.9059,249.3119,5.594063,15620,1363,674,450,7720,2635,4362,1074,8129,2892,4740,17075,6029,9992,4599,127,8495,1693,1260,18893,16385,766,62,65,1236,1193,23296,10026,2179,524,2544
05000US13023,"Bleckley County, Georgia",12835,12835,59.45713,219.1313,215.8698,3.261538,1177,131,90,23,296,206,429,72,548,67,231,1041,246,1378,302,0,559,41,109,1389,958,5,0,12,62,24,1447,835,70,8,287
05000US13025,"Brantley County, Georgia",18403,18403,41.60153,447.2024,442.3635,4.83886,2413,53,37,103,659,825,508,179,850,465,161,1364,579,1283,653,12,600,46,97,2278,1236,153,0,0,68,123,4469,1074,801,0,452
05000US13027,"Brooks County, Georgia",15645,15645,31.72821,497.8004,493.0944,4.706012,2268,12,0,5,1253,393,384,150,1159,351,241,1119,183,1116,552,15,839,71,161,2509,1308,17,1,4,40,89,2999,1571,321,14,410
05000US13029,"Bryan County, Georgia",34104,34104,78.15464,454.456,436.3656,18.09031,2058,219,98,71,1529,1475,1978,405,1365,918,647,3340,1431,2716,1570,11,766,459,229,5914,1756,0,51,107,311,151,4400,3316,1373,371,734
05000US13031,"Bulloch County, Georgia",73141,73141,108.6716,688.6254,673.0461,15.57927,5310,1159,394,207,3435,1936,3210,673,3634,1390,1526,9802,3640,7717,3383,109,3365,539,272,7876,4578,414,92,179,659,415,10617,4152,1255,111,895
05000US13033,"Burke County, Georgia",22838,22838,27.61656,834.9825,826.9675,8.015018,3336,88,65,117,678,748,1564,150,964,789,272,1884,590,1454,542,13,1000,120,105,2804,2895,13,0,30,83,234,3548,1629,139,11,490
05000US13035,"Butts County, Georgia",23479,23479,127.7696,188.0412,183.7605,4.280679,3719,14,0,65,793,782,1103,512,983,919,393,1565,834,1494,820,86,653,110,166,3393,1536,0,2,0,115,354,3300,1624,254,22,509
05000US13037,"Calhoun County, Georgia",6443,6443,22.98059,283.5778,280.367,3.210717,1141,19,0,66,282,102,188,65,213,33,31,498,71,501,112,12,291,55,21,501,517,10,0,0,64,12,906,347,82,13,129
05000US13039,"Camden County, Georgia",52092,52092,84.95156,781.8633,613.1965,168.6668,2866,251,95,89,2131,1329,1899,420,2783,1163,1064,3688,2471,5637,1608,38,1231,420,313,7181,2976,34,158,55,885,353,6362,6762,3182,322,500
05000US13043,"Candler County, Georgia",10962,10962,45.10135,248.858,243.0526,5.805367,1791,82,20,41,328,452,359,65,658,277,205,684,517,706,600,0,636,82,169,1282,1171,1,0,0,52,123,2279,915,184,4,241
05000US13045,"Carroll County, Georgia",113756,113756,227.9523,503.7773,499.0341,4.743226,13389,859,495,251,5862,3988,7935,1710,5705,3200,1886,9960,4868,7218,4226,83,3663,909,926,17314,7092,268,73,59,582,1524,17451,6782,1864,517,2421
05000US13047,"Catoosa County, Georgia",65645,65645,404.8095,162.4604,162.1627,0.2977462,6428,179,96,139,2415,2192,5112,1025,3888,2054,2321,5904,2801,3713,2460,14,1233,430,277,11296,2621,5,104,11,196,336,9148,4116,2228,19,1073
05000US13049,"Charlton County, Georgia",12968,12968,16.76275,782.3776,773.6201,8.757483,1746,62,8,61,641,301,391,225,387,476,115,1238,314,1001,348,11,301,14,62,1185,759,13,11,18,23,275,2440,938,638,79,134
05000US13051,"Chatham County, Georgia",282613,282613,658.6802,632.2621,429.0595,203.2026,19940,3130,1114,692,13222,7383,10972,2618,16355,8879,7268,29132,18222,19759,11927,263,9244,4691,1043,37963,16836,3740,258,1437,3432,1404,44209,24357,14245,2185,4442
05000US13053,"Chattahoochee County, Georgia",11882,11882,47.76957,251.1654,248.7358,2.429627,501,47,22,68,443,127,140,19,294,122,84,523,186,820,136,2,128,21,8,375,372,39,11,26,766,50,720,736,4199,390,10
05000US13055,"Chattooga County, Georgia",25046,25046,79.93574,313.5471,313.3267,0.2203894,4750,23,0,141,1016,642,2921,142,813,415,412,1633,500,1116,836,62,1044,94,583,2680,1637,40,7,6,171,181,3932,1502,328,32,592
05000US13057,"Cherokee County, Georgia",230629,230629,547.6695,434.4148,421.1098,13.30499,15569,1766,790,333,6651,9179,11968,3722,15658,4523,9164,20609,9782,12279,12324,237,2807,5089,1428,47786,7821,745,97,206,1017,3989,30609,14774,5847,470,3357
05000US13059,"Clarke County, Georgia",122037,122037,1023.761,121.0352,119.2046,1.830621,9137,3675,1584,117,5275,1952,4213,1062,6795,1557,2168,18359,9231,13260,3880,122,7853,1272,606,11008,8121,2308,100,684,2162,1098,18644,4696,4232,851,1168
05000US13061,"Clay County, Georgia",3068,3068,15.70261,217.2369,195.3815,21.85533,368,2,2,0,193,90,173,0,60,72,35,150,81,176,54,18,229,0,8,226,458,6,0,0,0,18,772,215,216,0,121
05000US13063,"Clayton County, Georgia",270269,270269,1908.056,144.3712,141.6463,2.724965,27193,1193,741,966,16288,7516,8205,4149,14503,15734,5718,21418,12641,17960,8685,43,7978,964,1881,34098,27994,3658,88,182,1598,3383,60428,17190,8298,899,6421
05000US13065,"Clinch County, Georgia",6814,6814,8.515131,823.9932,800.2226,23.7706,1042,10,3,29,287,127,499,16,276,92,77,548,86,514,189,2,596,23,46,688,776,0,0,0,19,56,1390,412,129,12,140
05000US13067,"Cobb County, Georgia",728388,728388,2144.271,344.5186,339.6903,4.82828,42421,7304,3400,1712,27287,26014,28415,12675,43580,19038,32563,69089,36401,38508,41530,329,13084,22064,2521,132760,29282,5260,314,356,4276,7876,111437,43499,24806,5563,9381
05000US13069,"Coffee County, Georgia",43042,43042,74.79745,602.6502,575.4474,27.20276,5867,160,108,140,1244,712,2883,469,2067,870,493,3697,1428,2216,1810,37,2134,297,225,4641,3647,44,0,12,115,153,8807,2110,598,59,895
05000US13071,"Colquitt County, Georgia",46002,46002,84.10092,556.639,546.9857,9.653379,8058,115,68,82,1536,1127,2849,472,2072,763,723,3627,1393,2904,1438,28,1593,149,348,4677,4698,339,43,11,499,210,12116,2289,924,71,908
05000US13073,"Columbia County, Georgia",139904,139904,482.2792,307.6063,290.0892,17.51714,7456,1795,763,339,4511,4089,5966,1146,7925,3202,2574,16122,4527,12856,5026,61,2113,2777,627,26290,4189,41,76,25,330,706,11984,14569,5447,1510,1842
05000US13075,"Cook County, Georgia",17103,17103,75.27709,233.203,227.2006,6.002368,2625,58,16,106,399,560,875,217,1127,254,197,1711,444,1256,629,0,650,99,144,2134,1393,0,6,11,89,227,3819,1010,201,133,273
05000US13077,"Coweta County, Georgia",135625,135625,307.5972,445.8328,440.9176,4.915218,10186,686,451,384,4531,3798,8443,1948,7019,7293,3269,12779,6055,8990,5450,102,2929,1981,696,26656,6109,365,115,39,202,1768,14427,9930,3231,512,2278
05000US13079,"Crawford County, Georgia",12483,12483,38.41948,326.4536,324.9133,1.540356,1740,47,45,117,512,363,448,191,538,440,203,1259,144,956,454,18,589,73,96,1906,649,25,14,0,40,102,1747,952,101,7,217
05000US13081,"Crisp County, Georgia",23061,23061,84.59985,280.9512,272.5891,8.362082,3089,104,13,226,1419,546,856,196,1231,302,597,1962,985,1833,1154,16,1307,164,103,2440,2555,99,0,0,55,268,4099,1570,162,31,652
05000US13083,"Dade County, Georgia",16356,16356,94.01097,174.1603,173.9797,0.1806356,2223,58,19,33,482,709,1197,221,722,326,380,1870,862,811,1045,17,548,101,194,2106,701,17,8,0,481,203,2580,1212,861,68,317
05000US13085,"Dawson County, Georgia",22939,22939,108.8041,214.4083,210.8284,3.579905,2199,98,41,6,831,812,1189,361,1234,763,605,2030,943,1410,1476,25,592,545,24,4265,873,12,15,0,9,362,3043,1448,272,23,308
05000US13087,"Decatur County, Georgia",27237,27237,45.61244,623.1679,597.1397,26.02821,3685,199,85,83,706,549,1413,250,1433,363,447,2357,513,2248,956,0,1942,197,170,3311,2391,77,5,15,69,70,4999,1280,542,28,826
05000US13089,"DeKalb County, Georgia",723902,723902,2704.918,271.1734,267.6244,3.549065,55523,12170,5988,2219,38254,16346,20944,8478,38702,22622,25178,82394,35701,49131,31872,651,20545,17524,4369,111259,51003,28490,370,1118,5993,12093,123035,39617,21362,8775,12893
05000US13091,"Dodge County, Georgia",20995,20995,42.33749,503.1136,495.8962,7.217389,2684,89,24,158,918,371,1222,141,937,421,205,1797,251,2554,903,4,1044,62,167,2161,1368,28,0,1,74,223,2835,1061,148,16,369
05000US13093,"Dooly County, Georgia",14089,14089,35.94682,397.2841,391.9401,5.344073,2537,28,15,64,535,346,1012,362,351,341,242,968,210,1238,595,5,679,8,103,1502,894,10,0,6,55,49,2189,1091,73,29,421
05000US13095,"Dougherty County, Georgia",92326,92326,280.9445,334.5716,328.6271,5.944451,10375,572,297,519,7080,1132,3628,637,4064,1424,1414,9800,3457,8165,2242,44,5721,739,791,9440,10122,640,34,6,972,556,17672,6300,1686,145,1726
05000US13097,"Douglas County, Georgia",138283,138283,691.0208,201.0738,200.1141,0.9596655,10386,535,298,336,6405,5222,5324,2304,8148,5940,3391,12324,5983,8908,6022,9,2741,1102,1117,22412,7783,443,66,9,566,2062,21446,9946,3134,461,3270
05000US13099,"Early County, Georgia",10480,10480,20.44503,516.3458,512.5939,3.751823,1414,14,14,6,322,256,609,69,419,224,145,817,161,815,328,0,596,31,56,1199,1290,6,0,0,30,11,1898,628,145,0,284
05000US13101,"Echols County, Georgia",4025,4025,9.701262,420.7197,414.8944,5.825279,844,11,11,68,131,168,262,66,154,81,54,207,217,211,112,0,148,2,59,335,446,6,5,0,22,6,1319,173,28,63,47
05000US13103,"Effingham County, Georgia",55852,55852,116.9176,482.9305,477.7041,5.226315,4954,58,30,56,1654,2460,4569,748,2891,2954,936,4601,1938,4014,1996,19,930,497,250,10284,2156,23,53,0,196,341,6478,4918,1223,63,895
05000US13105,"Elbert County, Georgia",19394,19394,55.24452,374.2162,351.0574,23.15877,2899,34,17,71,664,247,2005,320,837,326,243,1477,324,1361,803,14,824,157,170,2534,1245,23,0,7,78,110,2761,1612,320,14,404
05000US13107,"Emanuel County, Georgia",22723,22723,33.38644,690.1818,680.6057,9.576136,3290,120,45,95,1064,586,1302,209,1037,452,202,2193,425,1726,887,18,1256,81,179,2494,2290,115,9,0,107,298,4921,1254,342,63,442
05000US13109,"Evans County, Georgia",10733,10733,58.6941,186.8696,182.8634,4.006253,1637,80,69,11,365,388,606,209,498,292,123,904,229,846,658,10,439,104,37,1364,1101,22,10,0,44,93,1736,725,201,0,166
05000US13111,"Fannin County, Georgia",24017,24017,62.04803,392.3072,387.0711,5.236053,3090,124,39,96,918,1162,973,254,1203,479,700,1357,805,1267,1723,14,1045,119,220,3717,906,4,0,0,124,394,3653,2117,501,53,344
05000US13113,"Fayette County, Georgia",109495,109495,563.3517,199.3234,194.3635,4.959943,3993,1084,591,336,3448,2055,4719,1747,4678,6908,3752,10462,4272,7848,5914,40,1283,4026,256,22347,2566,506,55,19,279,1351,8419,10519,2943,695,1559
05000US13115,"Floyd County, Georgia",96199,96199,188.6538,518.4651,509.9234,8.541793,12876,558,283,389,4124,2887,7016,741,3994,1520,1675,10012,4152,5329,3883,78,3341,767,2776,12255,5949,278,23,168,1009,879,14762,6983,1523,179,1890
05000US13117,"Forsyth County, Georgia",203841,203841,909.6105,247.1202,224.097,23.02322,10169,1584,576,183,5011,5595,9327,3773,12350,3393,9210,16658,7237,9392,11718,122,2073,8357,914,44047,4203,631,43,96,657,2929,20104,10310,5839,971,2356
05000US13119,"Franklin County, Georgia",22188,22188,84.84645,266.4512,261.5077,4.94348,3549,68,46,73,691,668,1521,209,936,444,317,1763,545,1144,1044,17,780,89,320,2721,1650,29,8,15,193,137,4047,1113,292,53,506
05000US13121,"Fulton County, Georgia",996757,996757,1892.408,534.3494,526.7136,7.635872,57571,12864,5741,2230,47375,15684,30589,13812,47895,28648,43327,94364,53160,55700,49946,535,31657,41923,7823,147508,56104,35406,502,2012,13371,11937,135344,44718,35182,9708,11485
05000US13123,"Gilmer County, Georgia",28956,28956,67.93191,430.9557,426.2504,4.705364,4089,122,38,80,996,1244,1805,165,1765,472,802,1952,1241,1245,1813,51,845,245,323,4550,2119,16,0,0,134,516,6406,2369,713,174,408
05000US13125,"Glascock County, Georgia",3053,3053,21.23978,144.4532,143.7397,0.7134562,443,7,0,11,95,124,178,3,110,128,75,322,14,218,113,0,58,5,18,361,167,0,0,0,1,41,480,165,34,4,48
05000US13127,"Glynn County, Georgia",82623,82623,196.8159,585.2478,419.7983,165.4495,7027,515,226,269,3118,2062,2311,915,4765,1644,2013,7915,6085,7097,4053,99,3040,1378,641,11715,5302,276,49,133,545,487,13296,6889,2156,486,1740
05000US13129,"Gordon County, Georgia",56079,56079,157.6102,358.0428,355.8081,2.234693,9143,267,141,151,2011,1827,7791,591,2561,1173,839,4060,1380,2565,1662,57,1423,349,399,7360,4334,275,33,23,307,517,10042,3290,892,87,1044
05000US13131,"Grady County, Georgia",25145,25145,55.32034,460.2639,454.5345,5.729478,3838,47,15,100,948,724,1129,287,1307,367,449,2116,433,1338,1131,104,1155,107,201,2720,2957,17,8,11,100,165,5252,1690,763,12,274
05000US13133,"Greene County, Georgia",16535,16535,42.67814,406.211,387.4349,18.77615,2163,99,25,16,437,378,719,70,576,186,346,1248,787,918,581,8,755,419,84,2355,1358,12,0,0,84,209,2795,1345,327,69,247
05000US13135,"Gwinnett County, Georgia",874242,874242,2031.047,436.7587,430.4391,6.319671,68721,7262,3209,2483,31276,37154,37087,15203,55641,19156,33096,74923,40399,44640,45955,1236,12710,14318,4288,143393,46288,5588,381,370,4152,12425,159147,37483,24269,6050,13641
05000US13137,"Habersham County, Georgia",43724,43724,157.9964,279.0252,276.7406,2.284667,6369,262,137,149,1294,1139,3542,606,1992,546,508,3367,1337,2473,1606,39,1307,251,301,5822,2532,165,21,0,245,496,7352,2977,604,197,585
05000US13139,"Hall County, Georgia",190482,190482,484.9534,429.2947,392.7841,36.51057,27771,1098,532,457,5231,7319,18088,3547,10766,4279,3987,15395,6410,9112,7917,70,3751,2348,1609,26892,13469,928,47,80,845,2316,36648,10394,3002,618,3407
05000US13141,"Hancock County, Georgia",8747,8747,18.56848,477.816,471.067,6.74897,1769,9,0,61,259,102,169,81,252,254,16,834,144,746,238,0,446,21,55,870,712,21,0,0,14,24,945,489,71,41,87
05000US13143,"Haralson County, Georgia",28667,28667,101.5964,283.1755,282.1654,1.010043,4187,158,56,57,1303,1427,1861,351,1071,679,161,2620,787,1848,1307,2,1020,125,300,4132,2015,2,22,0,125,983,4432,1855,636,32,625
05000US13145,"Harris County, Georgia",32992,32992,71.12072,472.9562,463.8873,9.068952,2348,195,97,90,1323,1137,1874,521,1518,874,1647,2952,1330,2663,1466,11,652,603,121,6300,740,78,9,0,86,293,3672,3490,515,25,480
05000US13147,"Hart County, Georgia",25518,25518,109.8029,256.9479,232.3983,24.54967,3424,128,49,96,586,633,2401,190,1449,395,318,1874,579,1154,1187,48,1014,166,215,3381,1390,12,6,2,162,113,4360,1696,384,43,866
05000US13149,"Heard County, Georgia",11571,11571,39.08701,301.0945,296.0319,5.062608,1658,38,30,43,511,504,926,91,550,284,210,952,216,768,510,11,337,12,91,1748,605,0,10,0,27,370,1635,886,162,3,258
05000US13151,"Henry County, Georgia",214171,214171,672.2024,326.5051,318.6109,7.894211,14363,1300,650,659,9424,4693,6680,3336,10221,12664,5549,20233,7718,17847,7191,87,3617,2386,1003,40187,10290,1132,132,101,572,3723,27813,17501,5427,803,4409
05000US13153,"Houston County, Georgia",149137,149137,397.1154,379.9209,375.5508,4.370182,9797,508,202,280,6248,2564,6362,1153,7224,2988,3302,12909,6371,20009,4288,86,4525,1541,741,24449,10008,142,211,64,240,801,19380,17646,4377,728,2718
05000US13155,"Irwin County, Georgia",9365,9365,26.42778,362.7628,354.362,8.400868,976,73,62,36,236,118,567,99,214,333,147,551,235,463,366,4,477,143,117,980,718,0,0,0,13,99,1642,546,125,20,133
05000US13157,"Jackson County, Georgia",62131,62131,182.9208,343.0992,339.6606,3.438657,7551,220,130,215,1953,1997,4117,1209,3832,1382,1377,5727,1963,3973,2664,91,1369,570,429,10511,2443,33,86,2,80,915,8684,4233,884,100,1132
05000US13159,"Jasper County, Georgia",13571,13571,36.86125,373.4645,368.1644,5.300097,2101,56,24,26,540,758,1194,113,615,305,229,1002,209,830,649,10,516,52,85,2225,930,46,0,0,60,255,2094,810,259,55,365
05000US13161,"Jeff Davis County, Georgia",14953,14953,45.20662,335.398,330.7701,4.627917,2060,50,36,136,306,518,799,85,595,558,150,1230,263,1275,347,0,518,35,65,1983,1088,4,0,0,52,86,2702,633,9,12,496
05000US13163,"Jefferson County, Georgia",16201,16201,30.77202,529.6669,526.4847,3.182188,2741,4,0,47,818,349,997,47,586,415,246,1224,239,1237,489,0,954,68,78,1573,1895,26,0,0,150,93,3244,954,141,3,249
05000US13165,"Jenkins County, Georgia",9055,9055,26.0741,352.4734,347.2794,5.193926,1365,0,0,36,209,391,351,32,256,172,13,997,179,761,235,0,752,34,92,894,948,0,0,0,81,7,1406,613,99,8,199
05000US13167,"Johnson County, Georgia",9694,9694,31.9923,306.5929,303.0104,3.582463,1659,72,29,97,395,290,525,64,580,352,84,881,72,783,438,23,476,0,87,915,802,12,0,0,113,88,1747,508,246,0,113
05000US13169,"Jones County, Georgia",28701,28701,72.85686,395.4167,393.9369,1.479801,2426,114,28,26,1084,1064,892,477,1296,744,890,3583,817,2639,1156,5,599,254,152,5001,1264,51,5,0,105,215,3851,2143,220,36,522
05000US13171,"Lamar County, Georgia",18195,18195,99.15532,185.8344,183.5,2.334385,1863,156,87,38,1017,498,991,305,884,361,353,1675,599,1157,699,3,797,75,199,2613,1173,13,0,4,92,338,3243,1512,70,32,316
05000US13173,"Lanier County, Georgia",10382,10382,56.03059,199.7885,185.2917,14.49681,1497,17,17,23,570,160,209,18,773,104,196,871,275,654,288,6,705,10,102,1484,745,2,39,46,114,82,2127,1068,188,114,194
05000US13175,"Laurens County, Georgia",47802,47802,59.21204,818.4704,807.302,11.16837,5450,188,124,208,1065,1120,1940,201,2298,866,788,4751,1389,3325,1634,40,2707,383,282,3888,4564,32,16,5,380,473,6446,3427,836,39,1044
05000US13177,"Lee County, Georgia",29134,29134,81.86485,361.7938,355.8792,5.914608,2175,130,76,27,991,913,1453,464,1352,589,684,3327,665,3356,1157,29,592,332,91,5324,1316,13,65,33,22,230,3145,2350,865,72,455
05000US13179,"Liberty County, Georgia",63949,63949,123.8532,602.5273,516.3289,86.19839,3709,237,89,80,3445,1134,1492,558,2881,1459,920,4367,2734,7704,1418,76,1946,270,499,7080,4042,189,64,132,1097,509,8019,9655,6110,1588,942
05000US13181,"Lincoln County, Georgia",7712,7712,36.65754,257.2976,210.3797,46.91796,933,22,11,0,309,469,438,54,335,179,163,637,173,567,364,2,291,64,47,1047,635,26,4,0,5,95,1137,638,114,8,205
05000US13183,"Long County, Georgia",17243,17243,43.06178,403.8133,400.4247,3.388613,1310,23,19,105,1101,593,561,37,715,413,216,982,480,1573,408,0,392,56,82,2333,1015,10,0,0,61,174,2800,1801,861,128,243
05000US13185,"Lowndes County, Georgia",113898,113898,229.5929,510.5753,496.0867,14.48864,10269,856,361,386,5721,2444,3458,949,7232,1958,2062,11833,6167,8658,3520,70,4879,878,778,12921,8489,185,117,286,1132,1109,18970,9380,5012,930,1925
05000US13187,"Lumpkin County, Georgia",31094,31094,109.8988,284.1969,282.9331,1.263855,3038,319,76,117,1043,993,1970,303,2084,475,472,3336,1657,2390,1557,37,1176,328,133,4453,1354,0,55,103,347,375,4471,2220,545,154,579
05000US13189,"McDuffie County, Georgia",21558,21558,83.7336,266.3846,257.4594,8.925251,2863,77,21,58,787,860,1446,192,1080,356,314,1610,663,1296,678,14,1075,130,96,2949,2392,2,39,0,66,230,3524,1554,449,14,381
05000US13191,"McIntosh County, Georgia",13941,13941,32.85289,573.8939,424.3463,149.5476,1812,91,26,0,608,338,687,106,658,497,266,1128,483,1097,554,0,339,70,77,2274,847,0,0,0,71,22,2224,1480,174,0,392
05000US13193,"Macon County, Georgia",13846,13846,34.55966,405.9915,400.6405,5.351049,2665,54,14,109,895,292,904,95,415,122,153,836,121,931,471,5,913,27,72,1187,1202,51,0,5,78,89,2440,803,73,0,225
05000US13195,"Madison County, Georgia",28362,28362,100.4633,285.588,282.312,3.275929,3346,131,40,117,1004,1080,2099,435,1200,488,396,2988,495,1904,1409,26,669,255,150,3795,1431,22,15,3,86,331,4510,1824,191,66,518
05000US13197,"Marion County, Georgia",8646,8646,23.62189,367.4803,366.0164,1.463858,1303,9,0,5,514,417,301,17,284,185,214,713,98,990,340,0,364,13,98,1129,672,52,0,0,0,131,1393,1033,237,23,131
05000US13199,"Meriwether County, Georgia",21195,21195,42.28658,505.4059,501.2228,4.183064,3373,39,10,162,989,714,1672,328,809,845,244,1582,438,1330,860,18,855,194,144,2615,1386,50,0,5,208,312,3529,1151,54,3,570
05000US13201,"Miller County, Georgia",5911,5911,20.92975,283.6628,282.4209,1.241817,855,24,9,90,198,135,225,76,251,143,145,592,156,525,309,0,308,74,32,717,506,24,0,7,42,28,939,318,37,0,163
05000US13205,"Mitchell County, Georgia",22778,22778,44.48093,513.8237,512.0847,1.739062,3597,68,5,132,1542,387,1126,304,712,515,411,1572,324,1429,1106,16,1347,47,198,2444,2279,26,0,10,192,87,4397,1540,321,25,347
05000US13207,"Monroe County, Georgia",27044,27044,68.27444,398.2707,396.1072,2.163478,2994,231,109,105,1106,709,723,377,1208,619,790,2701,958,1984,1366,27,919,467,89,4330,651,53,64,0,104,311,3322,2009,644,6,579
05000US13209,"Montgomery County, Georgia",9005,9005,37.59502,244.6937,239.5264,5.167297,1077,48,25,32,217,259,430,113,495,231,137,820,261,520,467,0,434,75,45,981,643,1,0,0,92,51,1377,435,108,0,172
05000US13211,"Morgan County, Georgia",17943,17943,51.65607,354.6207,347.3551,7.265602,2039,55,13,9,585,465,982,170,710,585,458,1481,853,1437,825,54,428,212,163,3059,729,11,0,30,85,176,2374,1260,234,37,353
05000US13213,"Murray County, Georgia",39358,39358,114.2486,346.7028,344.4944,2.208367,8056,150,22,142,1613,799,6373,227,2081,885,388,2286,1045,1744,922,106,1191,93,608,4800,2410,25,14,34,225,367,7674,1943,309,0,712
05000US13215,"Muscogee County, Georgia",200303,200303,925.5208,221.0064,216.422,4.584431,17174,1490,632,500,8939,3724,7609,951,9705,3202,9617,17856,9672,16376,5152,70,7939,2334,919,24601,14521,1275,120,229,1159,1176,27426,21807,14356,1759,3282
05000US13217,"Newton County, Georgia",103901,103901,381.7117,279.1979,272.1976,7.000323,10268,503,244,454,5282,3172,6453,1123,5518,3378,1673,10060,3407,7503,3413,84,2093,631,750,18151,6950,277,32,11,265,1416,13891,7691,2471,463,2446
05000US13219,"Oconee County, Georgia",35071,35071,190.2687,186.3721,184.3235,2.048545,1523,1167,448,8,747,783,1461,508,1680,588,788,5894,1449,3779,2263,73,417,1188,66,7025,866,52,26,0,56,518,3058,2148,446,97,359
05000US13221,"Oglethorpe County, Georgia",14743,14743,33.58228,442.0381,439.0113,3.026796,2133,76,17,67,375,403,1021,245,655,372,216,1717,304,1466,582,6,403,37,61,2272,981,9,15,0,74,183,2068,1050,263,4,294
05000US13223,"Paulding County, Georgia",149830,149830,479.7756,314.3418,312.2918,2.049944,9865,503,285,506,5168,6378,6838,2435,9759,4974,4102,14374,5138,10493,6261,43,2598,1200,828,30981,5886,328,17,0,217,3993,18656,9880,2350,379,2216
05000US13225,"Peach County, Georgia",26907,26907,179.0611,151.3006,150.2672,1.033429,2496,154,70,30,1297,931,977,238,1167,630,486,2635,1047,2738,794,0,1032,75,211,3874,1768,192,19,0,406,127,4784,2177,367,34,556
05000US13227,"Pickens County, Georgia",29992,29992,129.2434,232.7122,232.0582,0.6539675,3639,121,15,15,985,1326,1298,360,2059,774,954,2214,778,1679,1545,9,468,440,463,5603,743,62,2,0,159,571,3779,2896,460,29,577
05000US13229,"Pierce County, Georgia",19030,19030,55.94167,343.2298,340.1758,3.054083,2308,145,67,56,669,625,722,270,708,936,331,1441,649,1114,1010,44,660,112,193,2946,1322,20,0,7,35,462,3553,1263,285,26,355
05000US13231,"Pike County, Georgia",17843,17843,82.5737,219.405,216.0858,3.319264,1452,114,74,90,828,684,963,186,717,669,433,1735,490,1452,802,6,413,150,103,3269,703,19,0,16,12,237,2923,1180,157,7,318
05000US13233,"Polk County, Georgia",41263,41263,132.9613,312.1406,310.3384,1.80213,6564,78,46,207,1595,1552,3990,591,1724,737,560,2783,1163,2192,1458,14,1349,241,409,5782,3263,42,21,17,103,662,6744,2882,262,74,692
