Geo_GEOID,Geo_NAME,SE_T002_001,SE_T002_002,SE_T002_003,SE_T012_001,SE_T012_002,SE_T012_003,SE_T057_001,SE_T098_001,SE_T104_001,ACS16_5yr_B25077001,ACS16_5yr_B25077001s
05000US31147,"Richardson County, Nebraska",8149,14.76696,551.8398634,47.4,47.1,47.5,45929,1948,498,71300,4074.545455
05000US31149,"Rock County, Nebraska",1407,1.395428,1008.292795,52.4,49.3,54,48750,1957,521,67100,6970.909091
05000US31151,"Saline County, Nebraska",14356,25.00969,574.0176217,36.6,35.7,37.4,49332,1961,714,99100,3404.848485
05000US31153,"Sarpy County, Nebraska",172460,721.5283,239.0204248,33.9,33.1,34.9,72269,1990,899,167600,846.0606061
05000US31155,"Saunders County, Nebraska",20946,27.91928,750.2342096,41.1,40.5,42.1,64475,1968,740,155700,3276.969697
05000US31157,"Scotts Bluff County, Nebraska",36599,49.49819,739.4007632,39.6,38.3,40.7,46632,1964,708,111200,2727.272727
05000US31159,"Seward County, Nebraska",17113,29.9478,571.4276112,38.1,36.4,39.9,61563,1971,710,154200,2429.090909
05000US31161,"Sheridan County, Nebraska",5259,2.154556,2440.873851,45.9,44.9,47.8,42802,1953,592,78900,5201.818182
05000US31163,"Sherman County, Nebraska",3090,5.461018,565.8285984,49.7,48.5,50.5,46299,1952,536,84900,2669.090909
05000US31165,"Sioux County, Nebraska",1274,0.6164635,2066.626607,47.4,51.2,43.5,46667,1939,615,97500,13974.54545
05000US31167,"Stanton County, Nebraska",6022,14.07179,427.9485341,41.1,38.5,41.7,58553,1966,750,111200,4104.242424
05000US31169,"Thayer County, Nebraska",5163,8.997798,573.8070385,48.3,46.9,50,45590,1952,529,68900,3731.515152
05000US31171,"Thomas County, Nebraska",675,0.9468363,712.9004397,41.9,37.1,47,54286,1965,530,103700,15993.33333
05000US31173,"Thurston County, Nebraska",6989,17.75734,393.5837849,28.4,27.2,30.1,42979,1974,549,75600,4878.787879
05000US31175,"Valley County, Nebraska",4240,7.46416,568.0478025,46.1,44,47.2,44657,1955,571,89900,6582.424242
05000US31177,"Washington County, Nebraska",20338,52.15437,389.9577604,41.2,40,42.3,65565,1978,696,178000,5217.575758
05000US31179,"Wayne County, Nebraska",9414,21.25465,442.9147687,30.7,28.9,32.9,55141,1965,546,129100,4264.848485
05000US31181,"Webster County, Nebraska",3665,6.374876,574.9130822,47.6,45.4,49.1,40313,1941,450,77900,3475.151515
05000US31183,"Wheeler County, Nebraska",805,1.399554,575.1833167,50,46.4,53.3,47452,1964,496,100500,19992.72727
05000US31185,"York County, Nebraska",13842,24.17775,572.5097846,40.1,37.3,42.8,55156,1963,625,120800,4591.515152
05000US32001,"Churchill County, Nevada",24148,4.897604,4930.574146,38.8,37.4,40.9,45368,1988,826,157800,4961.818182
05000US32003,"Clark County, Nevada",2070153,262.3219,7891.651106,36.7,36.1,37.3,52629,1995,1013,186700,998.1818182
05000US32005,"Douglas County, Nevada",47426,66.82339,709.7215277,50.1,49.4,51.2,59769,1988,1031,282500,6175.757576
05000US32007,"Elko County, Nevada",52029,3.030365,17169.21791,33.5,33,34,74672,1988,886,197500,4819.393939
05000US32009,"Esmeralda County, Nevada",1069,0.2984459,3581.889127,42,42.5,41.2,43125,1974,471,77900,12595.15152
05000US32011,"Eureka County, Nevada",1730,0.4143039,4175.679035,47.1,47.2,44.9,70000,1986,752,93800,16201.81818
05000US32013,"Humboldt County, Nevada",17091,1.77278,9640.79117,35.2,35.9,34.8,67295,1983,788,165100,5427.878788
05000US32015,"Lander County, Nevada",5907,1.075933,5490.11841,37,34.1,39.4,78077,1984,616,128200,28255.15152
05000US32017,"Lincoln County, Nevada",5155,0.4847938,10633.38625,39.6,38.9,39.9,49406,1981,585,130700,12143.63636
05000US32019,"Lyon County, Nevada",51897,25.9325,2001.234415,43.7,43.5,44.1,49007,1995,886,143200,3260
05000US32021,"Mineral County, Nevada",4519,1.204154,3752.841777,49.2,49.6,49,37750,1973,505,85200,5424.848485
05000US32023,"Nye County, Nevada",43198,2.375878,18181.91353,51.2,51.2,51.2,42266,1995,787,109100,4570.30303
05000US32027,"Pershing County, Nevada",6690,1.108242,6036.588624,41.3,39.7,43.6,45192,1980,591,105100,9542.424242
05000US32029,"Storey County, Nevada",3941,14.9893,262.9209772,54.4,53.8,55.3,65508,1992,759,192700,19170.90909
05000US32031,"Washoe County, Nevada",439914,69.8012,6302.384277,37.9,37.1,38.7,54955,1987,918,236900,1935.151515
05000US32033,"White Pine County, Nevada",9893,1.114755,8874.5984,39.1,37.4,40.5,58156,1971,758,127100,7194.545455
05000US32510,"Carson City, Nevada",54412,376.1352,144.6607475,43.1,41.3,44.8,47948,1981,827,199500,5166.666667
05000US33001,"Belknap County, New Hampshire",60392,150.3797,401.5967456,46.5,45.8,47.1,61245,1978,913,219200,3375.757576
05000US33003,"Carroll County, New Hampshire",47416,50.87529,932.0045406,50.9,49.9,51.4,56289,1981,903,227300,4636.363636
05000US33005,"Cheshire County, New Hampshire",76320,107.9952,706.6978472,42.2,41.3,42.8,58359,1970,925,187300,2364.242424
05000US33007,"Coos County, New Hampshire",32219,17.95364,1794.56614,47.9,45.7,50.2,45154,1967,713,122000,3076.969697
05000US33009,"Grafton County, New Hampshire",89164,52.18586,1708.585522,42.4,40.8,43.7,58107,1978,892,214100,3329.090909
05000US33011,"Hillsborough County, New Hampshire",404948,462.0561,876.4043447,40.3,39.3,41.4,73189,1976,1099,248500,1248.484848
05000US33013,"Merrimack County, New Hampshire",147715,158.3639,932.7568282,42.7,41.5,44,67181,1976,962,225200,1976.969697
05000US33015,"Rockingham County, New Hampshire",300365,432.1065,695.1179449,43.8,42.7,44.7,82398,1980,1134,288300,1494.545455
05000US33017,"Strafford County, New Hampshire",125913,342.6535,367.4645473,37.1,36.1,38.3,63533,1974,982,214000,2695.151515
05000US33019,"Sullivan County, New Hampshire",43051,80.09343,537.5097769,45.8,44.7,46.6,58454,1972,875,171800,2593.333333
05000US34001,"Atlantic County, New Jersey",274026,493.2124,555.5942838,40.8,39.3,42.3,55456,1973,1054,222200,1998.181818
05000US34003,"Bergen County, New Jersey",930310,3996.846,232.7610475,41.5,40,43,88487,1958,1380,443400,1484.242424
05000US34005,"Burlington County, New Jersey",450236,563.5631,798.9096722,41.3,39.4,42.9,80034,1975,1219,245000,1106.666667
05000US34007,"Camden County, New Jersey",511145,2309.243,221.3474225,38.4,36.7,40.1,63028,1966,991,193500,903.030303
05000US34009,"Cape May County, New Jersey",95404,378.3972,252.126623,48.4,46.5,50.3,59338,1976,1045,296100,3466.666667
05000US34011,"Cumberland County, New Jersey",155744,322.1003,483.5263422,36.7,35.5,38.6,49537,1968,999,161900,1614.545455
05000US34013,"Essex County, New Jersey",792586,6284.491,126.1177735,37,35.5,38.5,54860,1955,1077,356300,2177.575758
05000US34015,"Gloucester County, New Jersey",291286,904.734,321.9576183,39.8,38.4,41.1,78592,1977,1101,213200,1358.181818
05000US34017,"Hudson County, New Jersey",668526,14454.64,46.2499193,34.7,33.8,35.6,60894,1956,1247,341300,2295.151515
05000US34019,"Hunterdon County, New Jersey",125708,293.8282,427.8282432,45.5,43.8,46.6,108177,1977,1320,389500,3133.939394
05000US34021,"Mercer County, New Jersey",371101,1654.019,224.3631461,38.5,36.8,39.9,73966,1963,1144,277400,2200.606061
05000US34023,"Middlesex County, New Jersey",831852,2689.871,309.2534853,37.9,36.7,39,80716,1970,1332,324500,1255.757576
05000US34025,"Monmouth County, New Jersey",627532,1339.763,468.3902968,42.6,41.2,43.9,87297,1972,1273,387500,1436.363636
05000US34027,"Morris County, New Jersey",498215,1081.784,460.5494944,42.2,40.8,43.5,102798,1969,1388,428900,2307.878788
05000US34029,"Ocean County, New Jersey",586166,932.1569,628.8276239,42.8,40.2,45.3,63108,1979,1328,264200,1180.606061
05000US34031,"Passaic County, New Jersey",507204,2726.837,186.0044819,36.5,35.2,38,61664,1957,1211,333400,1764.242424
05000US34033,"Salem County, New Jersey",64504,194.3825,331.8406479,41.8,40.2,43,61341,1964,981,186200,2465.454545
05000US34035,"Somerset County, New Jersey",331686,1098.798,301.8625384,41.1,39.7,42.4,102405,1979,1435,404100,3716.969697
05000US34037,"Sussex County, New Jersey",144694,278.9289,518.7486954,43.8,42.8,44.6,87388,1973,1207,265600,1809.090909
05000US34039,"Union County, New Jersey",550436,5355.972,102.7705086,38.2,36.6,39.6,70476,1955,1187,347500,1743.030303
05000US34041,"Warren County, New Jersey",107095,300.3999,356.5080672,43.1,41.8,44.2,72999,1970,1035,254400,2427.878788
05000US35001,"Bernalillo County, New Mexico",674777,581.1834,1161.039708,36.8,35.5,38.2,48994,1980,816,186500,840
05000US35003,"Catron County, New Mexico",3547,0.5122623,6924.186447,58.1,55.4,60.1,38142,1984,663,161200,5959.393939
05000US35005,"Chaves County, New Mexico",65610,10.81739,6065.235453,35.1,33.8,36.6,41356,1969,706,102400,2851.515152
05000US35006,"Cibola County, New Mexico",27373,6.029452,4539.881939,35.8,35.1,38.1,36160,1976,573,86900,2239.393939
05000US35007,"Colfax County, New Mexico",12716,3.383737,3757.974848,48.3,47.3,49.3,32693,1978,591,110600,5237.575758
05000US35009,"Curry County, New Mexico",50544,35.96273,1405.454814,30.8,29.4,32.9,42170,1974,813,125900,4013.939394
05000US35011,"De Baca County, New Mexico",1977,0.8510236,2323.084839,49.7,51.9,47.7,31197,1966,579,70000,24436.9697
05000US35013,"Do–a Ana County, New Mexico",213825,56.14909,3808.164918,32.6,31.3,34.2,38636,1987,725,137300,2720
05000US35015,"Eddy County, New Mexico",56369,13.49714,4176.36579,36.4,35,37.6,59625,1970,780,134100,4547.272727
05000US35017,"Grant County, New Mexico",28879,7.290497,3961.184043,46.4,44.9,47.9,38890,1977,668,135000,6455.757576
05000US35019,"Guadalupe County, New Mexico",4469,1.475029,3029.770677,41.1,39,44.5,26692,1967,436,84200,7987.272727
05000US35021,"Harding County, New Mexico",565,0.2658225,2125.478215,58,61.3,56.6,32404,1950,506,65800,5305.454545
05000US35023,"Hidalgo County, New Mexico",4531,1.317741,3438.459669,42.3,40.8,42.5,34528,1976,524,77800,2565.454545
05000US35025,"Lea County, New Mexico",68930,15.69649,4391.426555,31.8,31.4,32.5,58152,1972,797,111400,2552.121212
05000US35027,"Lincoln County, New Mexico",19726,4.083115,4831.115214,50.9,49.8,52,40065,1982,724,170400,4960
05000US35028,"Los Alamos County, New Mexico",17895,163.898,109.1837646,43.5,42,45.4,105902,1971,951,274200,5200
05000US35029,"Luna County, New Mexico",24627,8.305221,2965.243354,38.4,36.9,38.9,27326,1981,564,85300,4638.181818
05000US35031,"McKinley County, New Mexico",74346,13.64015,5450.526986,30.8,28.9,32.5,29272,1983,634,68000,2440.606061
05000US35033,"Mora County, New Mexico",4598,2.385247,1927.683001,41.3,41.5,41.2,21190,1973,669,88000,12278.18182
05000US35035,"Otero County, New Mexico",65333,9.880142,6612.5565,35.7,33.4,37.9,41502,1981,827,105000,4188.484848
05000US35037,"Quay County, New Mexico",8555,2.976804,2873.888095,46.5,43.6,48.8,28159,1966,484,72600,3889.090909
05000US35039,"Rio Arriba County, New Mexico",39924,6.811898,5860.921598,39.8,39.2,40.2,33972,1981,595,159100,5661.212121
05000US35041,"Roosevelt County, New Mexico",19618,8.020298,2446.043691,29.7,28.4,30.6,34933,1976,727,116400,5529.69697
05000US35043,"Sandoval County, New Mexico",138117,37.23836,3708.997768,39.4,38.1,40.4,60158,1994,1051,176700,2560
05000US35045,"San Juan County, New Mexico",122537,22.22627,5513.160889,34.8,33.7,35.7,48624,1983,760,142500,3038.181818
05000US35047,"San Miguel County, New Mexico",28350,6.003739,4722.057523,42.2,40.8,43.9,27000,1979,641,123100,4899.393939
05000US35049,"Santa Fe County, New Mexico",147320,77.21328,1907.962014,45,43.2,46.7,55370,1987,953,274800,2706.666667
05000US35051,"Sierra County, New Mexico",11442,2.736659,4181.010976,56,56,56,29679,1980,582,89900,6527.272727
05000US35053,"Socorro County, New Mexico",17324,2.606599,6646.208301,35.8,34.9,37.4,34542,1978,607,120200,9660
05000US35055,"Taos County, New Mexico",32961,14.96613,2202.372867,47.6,46.4,49.1,35323,1983,707,213800,8435.151515
05000US35057,"Torrance County, New Mexico",15599,4.663073,3345.218699,43.7,43.2,44.8,32067,1987,726,108800,3623.030303
05000US35059,"Union County, New Mexico",4292,1.122413,3823.905334,40.4,38.1,45.1,36420,1962,638,87600,5692.121212
05000US35061,"Valencia County, New Mexico",75993,71.30736,1065.710501,38.9,38.1,40.1,41788,1987,778,133100,2814.545455
05000US36001,"Albany County, New York",307891,588.9105,522.8146169,37.8,36.3,39.4,60904,1959,931,211100,1667.878788
05000US36003,"Allegany County, New York",47700,46.34216,1029.300213,38.5,37.1,39.8,44085,1964,618,72100,960
05000US36005,"Bronx County, New York",1436785,34167.96,42.05064425,33.3,31,35.3,35302,1949,1098,363600,2609.090909
05000US36007,"Broome County, New York",197381,279.6597,705.7898338,39.8,37.5,41.9,47744,1956,717,112300,1119.393939
05000US36009,"Cattaraugus County, New York",78506,60.00335,1308.360187,41.5,40.6,42.4,43884,1959,616,85100,764.8484848
05000US36011,"Cayuga County, New York",78783,113.917,691.5825587,42.4,41,43.9,53114,1956,695,117800,1610.909091
05000US36013,"Chautauqua County, New York",131748,124.264,1060.22654,42,40.4,43.4,43211,1950,619,85500,718.1818182
05000US36015,"Chemung County, New York",87742,215.3956,407.3527198,41,39.8,42.3,49578,1953,723,101800,1835.151515
05000US36017,"Chenango County, New York",49286,55.15527,893.5864722,44.1,42.9,45.1,46979,1964,632,93400,1969.090909
05000US36019,"Clinton County, New York",81505,78.53991,1037.7527,39.4,38.1,40.7,50502,1972,748,127500,2269.69697
05000US36021,"Columbia County, New York",61860,97.46853,634.6663784,47,46,48.2,59916,1965,877,222300,3344.242424
05000US36023,"Cortland County, New York",48713,97.6657,498.7728932,36.2,35.7,36.5,50910,1949,700,111400,2230.909091
05000US36025,"Delaware County, New York",46480,32.22274,1442.459539,46.5,45.8,47.1,46055,1971,682,135200,3675.757576
05000US36027,"Dutchess County, New York",295905,371.9117,795.6323134,41.6,40.4,42.8,72706,1970,1141,274300,1466.666667
05000US36029,"Erie County, New York",922129,884.3685,1042.697674,40.4,38.3,42.3,52744,1955,752,134600,592.7272727
05000US36031,"Essex County, New York",38598,21.51368,1794.114036,46.4,44.5,48.6,53244,1960,792,144100,4307.272727
05000US36033,"Franklin County, New York",51007,31.30783,1629.209241,40.1,38.1,42.7,49782,1963,666,100900,2494.545455
05000US36035,"Fulton County, New York",54297,109.5891,495.4597041,43,41.7,44.7,46090,1955,722,108300,2339.393939
05000US36037,"Genesee County, New York",59053,119.7985,492.9358684,43.2,42.3,44.2,52641,1955,716,108700,1601.818182
05000US36039,"Greene County, New York",48069,74.27666,647.1615096,45.4,44.1,47,51013,1970,856,175900,3525.454545
05000US36041,"Hamilton County, New York",4697,2.734984,1717.37773,53.5,52,54.3,52708,1965,733,165500,6237.575758
05000US36043,"Herkimer County, New York",63558,45.02823,1411.514432,43.3,41.2,44.4,48893,1954,636,97300,1531.515152
05000US36045,"Jefferson County, New York",117966,92.98193,1268.698091,32,30.6,34,49911,1967,943,144400,2590.30303
05000US36047,"Kings County, New York",2606852,37340.67,69.81266631,34.5,33,35.9,50640,1939,1262,590500,2328.484848
05000US36049,"Lewis County, New York",27107,21.26637,1274.641866,41.8,40.8,42.4,49976,1967,708,122000,2591.515152
05000US36051,"Livingston County, New York",64622,102.2885,631.7622475,40.4,39.7,41.3,52724,1963,722,123000,1638.181818
05000US36053,"Madison County, New York",72089,110.0823,654.8646249,41.1,39.6,42,55858,1961,728,128000,2602.424242
05000US36055,"Monroe County, New York",749236,1140.025,657.2100998,38.6,36.6,40.5,53568,1963,843,140200,586.0606061
05000US36057,"Montgomery County, New York",49667,123.2075,403.1168144,41.3,39.7,42.5,44455,1944,721,99100,1793.333333
05000US36059,"Nassau County, New York",1356801,4763.916,284.8079173,41.4,39.6,43.1,102044,1955,1603,451700,900.6060606
05000US36061,"New York County, New York",1634989,72167.6,22.65544242,36.7,36.2,37.2,75513,1949,1575,871500,11818.78788
05000US36063,"Niagara County, New York",213374,408.4865,522.3526781,42.9,41.5,44.1,50094,1955,657,111500,1061.212121
05000US36065,"Oneida County, New York",232858,192.0747,1212.330683,41.2,39.4,43,49838,1955,712,117600,992.1212121
05000US36067,"Onondaga County, New York",468050,601.2903,778.4094135,38.8,37.1,40.4,55717,1961,797,137000,685.4545455
05000US36069,"Ontario County, New York",109450,169.9369,644.0626103,43.3,42.3,44.6,58070,1972,821,148400,2026.060606
05000US36071,"Orange County, New York",376242,463.172,812.3159304,36.9,34.9,38.7,71910,1970,1157,258700,1772.121212
05000US36073,"Orleans County, New York",41938,107.1862,391.2631441,42.6,41.4,43.8,48731,1951,658,92000,1752.727273
05000US36075,"Oswego County, New York",120513,126.6367,951.6437852,39.5,38.8,40.1,49571,1968,725,96000,1195.151515
05000US36077,"Otsego County, New York",60979,60.87384,1001.727501,41.6,40.8,42.2,49689,1955,775,140600,2461.212121
05000US36079,"Putnam County, New York",99408,431.624,230.3115659,43.4,42.2,44.5,97606,1969,1307,354800,3318.787879
05000US36081,"Queens County, New York",2310011,21237.95,108.7680962,37.9,36.4,39.3,59758,1951,1401,462300,1535.151515
05000US36083,"Rensselaer County, New York",159959,245.1698,652.4416082,39.8,37.9,41.5,61754,1957,883,180700,1881.818182
05000US36085,"Richmond County, New York",473324,8136.067,58.17601626,39.6,37.9,41,74021,1972,1191,448000,1605.454545
05000US36087,"Rockland County, New York",322642,1860.161,173.4484515,36.3,34.3,38.3,86134,1969,1367,420700,2365.454545
05000US36089,"St. Lawrence County, New York",111529,41.62674,2679.263144,38,36.1,39.8,46313,1960,698,87400,1183.030303
05000US36091,"Saratoga County, New York",224929,277.6914,809.9961544,42,41,43.1,74080,1980,1026,238600,1561.212121
05000US36093,"Schenectady County, New York",154845,756.8972,204.5786529,39.9,38.3,41.5,59959,1951,857,165000,1061.212121
05000US36095,"Schoharie County, New York",31667,50.9264,621.8189243,43.6,42.9,44.4,50607,1973,741,143700,3184.848485
05000US36097,"Schuyler County, New York",18336,55.8457,328.333234,46,44.1,47.5,47229,1963,708,111300,3648.484848
05000US36099,"Seneca County, New York",35036,108.2329,323.709472,42.2,40.3,44.6,50073,1959,735,98200,1629.090909
05000US36101,"Steuben County, New York",98151,70.58313,1390.573139,42.3,41.4,43,48823,1960,675,94300,1043.030303
05000US36103,"Suffolk County, New York",1498130,1643.128,911.7551433,40.9,39.3,42.4,90128,1968,1589,376000,926.0606061
05000US36105,"Sullivan County, New York",75818,78.3133,968.1369829,42.5,41.7,43.4,52027,1970,862,165900,2043.636364
05000US36107,"Tioga County, New York",49649,95.73483,518.609575,43.9,42.6,45.1,58115,1966,661,112300,1910.909091
05000US36109,"Tompkins County, New York",104268,219.6739,474.6489822,30.3,28.7,31.9,54133,1971,1011,182600,2541.818182
05000US36111,"Ulster County, New York",180505,160.5579,1124.236029,43.4,42.4,44.6,60393,1963,1022,219800,2102.424242
05000US36113,"Warren County, New York",64911,74.84735,867.2451363,45.6,44.4,46.7,57174,1972,879,191500,2805.454545
05000US36115,"Washington County, New York",62465,75.15333,831.1674525,43.2,41.7,44.8,51449,1962,819,143900,2486.060606
05000US36117,"Wayne County, New York",91874,152.153,603.8263899,43.4,42.7,44,51627,1966,716,115100,1530.909091
05000US36119,"Westchester County, New York",969229,2251.319,430.5160086,40.5,38.6,42,86226,1956,1394,507300,3349.69697
05000US36121,"Wyoming County, New York",41239,69.57217,592.7513239,41.4,39.7,43.8,53612,1953,614,104200,2104.242424
05000US36123,"Yates County, New York",25106,74.24675,338.1427497,41.5,41.2,41.6,50105,1962,701,126900,3990.30303
05000US37001,"Alamance County, North Carolina",156372,369.3065,423.4206243,39.6,38.1,41,43209,1981,757,143500,1645.454545
05000US37003,"Alexander County, North Carolina",37211,143.1275,259.9850439,42.4,40.7,43.9,40404,1983,595,125500,4011.515152
05000US37005,"Alleghany County, North Carolina",10868,46.36459,234.4030135,48.5,46.6,49.7,38352,1981,617,140700,7855.151515
05000US37007,"Anson County, North Carolina",25883,48.70148,531.4623172,39.9,38.4,42.5,34656,1976,659,79900,3512.727273
05000US37009,"Ashe County, North Carolina",26992,63.50151,425.0607617,46.9,45.4,48.7,37360,1982,636,143700,9869.69697
05000US37011,"Avery County, North Carolina",17633,71.29117,247.3377946,44,42.1,46.7,35891,1984,696,130900,8828.484848
05000US37013,"Beaufort County, North Carolina",47513,57.10576,832.0176927,45.2,43.5,46.8,40906,1978,652,122100,4352.121212
05000US37015,"Bertie County, North Carolina",20324,29.06849,699.1764533,45,41.4,48.3,31129,1979,633,79900,2786.060606
05000US37017,"Bladen County, North Carolina",34454,39.38264,874.8525229,42.9,41.6,44.3,30408,1981,615,85700,2961.818182
05000US37019,"Brunswick County, North Carolina",119167,140.2591,849.6206901,50.9,49.6,52.1,49356,1995,866,189500,3314.545455
05000US37021,"Buncombe County, North Carolina",250112,381.0424,656.3889192,41.7,40,43.3,46902,1983,859,198100,2620.606061
05000US37023,"Burke County, North Carolina",89082,175.9659,506.2457062,43.3,41.4,45.1,39759,1978,614,113600,2312.727273
05000US37025,"Cabarrus County, North Carolina",192296,532.3243,361.2384552,37.7,36.4,38.6,58970,1991,837,171000,1936.969697
05000US37027,"Caldwell County, North Carolina",81623,172.97,471.8911871,43.5,42.6,44.2,37118,1978,618,108900,2419.393939
05000US37029,"Camden County, North Carolina",10228,42.55836,240.3287984,40.9,40.9,40.9,60714,1993,1136,216600,6803.636364
05000US37031,"Carteret County, North Carolina",68537,135.0143,507.6276184,46.9,45,48.7,50599,1986,847,197600,2782.424242
05000US37033,"Caswell County, North Carolina",23094,54.29208,425.3659368,45.3,43,47.2,38310,1978,535,99500,3123.636364
05000US37035,"Catawba County, North Carolina",155461,387.324,401.3719786,41.1,40,41.9,45450,1982,680,137600,1624.242424
05000US37037,"Chatham County, North Carolina",68778,100.9252,681.4750092,46.9,45.1,48.8,58555,1991,803,243900,5932.121212
05000US37039,"Cherokee County, North Carolina",27226,59.78881,455.3695229,50.4,48.6,51.6,35284,1989,678,140700,5472.121212
05000US37041,"Chowan County, North Carolina",14556,84.30581,172.6571459,45.3,42.8,47.1,41156,1978,733,131500,6931.515152
05000US37043,"Clay County, North Carolina",10730,49.91082,214.9834208,50.8,50.4,51.5,36296,1986,673,145800,9852.727273
05000US37045,"Cleveland County, North Carolina",97113,209.2514,464.0971371,41.5,39.9,42.6,39134,1978,662,108100,1758.787879
05000US37047,"Columbus County, North Carolina",57015,60.81546,937.5082695,41.6,39.7,43.3,35847,1979,595,84800,1743.636364
05000US37049,"Craven County, North Carolina",104190,147.4325,706.6963646,36.1,32.4,39.3,47957,1987,869,154000,2269.090909
05000US37051,"Cumberland County, North Carolina",325841,499.3612,652.5155916,31.5,29.6,33.6,44810,1986,878,129000,1580
05000US37053,"Currituck County, North Carolina",24864,94.92329,261.937819,43.2,42.9,43.6,61086,1993,971,227400,6857.575758
05000US37055,"Dare County, North Carolina",35187,91.82058,383.2147485,45.3,44.6,45.9,54787,1987,1050,283000,5941.212121
05000US37057,"Davidson County, North Carolina",164058,296.5794,553.1671158,41.9,40.6,43.1,44469,1983,676,132000,1973.939394
05000US37059,"Davie County, North Carolina",41568,157.6364,263.6953561,44.3,43.5,45.3,51662,1987,677,169300,3895.757576
05000US37061,"Duplin County, North Carolina",59121,72.56448,814.7375138,39.2,37.6,41,35364,1982,637,88200,2130.909091
05000US37063,"Durham County, North Carolina",294618,1028.74,286.3872667,34.6,33.7,35.6,54093,1986,921,186800,1942.424242
05000US37065,"Edgecombe County, North Carolina",54669,108.1629,505.4320869,40.3,38.1,42.3,32298,1978,653,82200,1651.515152
05000US37067,"Forsyth County, North Carolina",364691,894.3605,407.7673626,38,36.5,39.5,46283,1979,742,151300,990.9090909
05000US37069,"Franklin County, North Carolina",62989,128.091,491.7519865,40.4,39.1,42.3,44272,1991,731,134500,3268.484848
05000US37071,"Gaston County, North Carolina",211753,594.8564,355.9733312,40,38.6,41.1,44288,1978,746,126000,1499.393939
05000US37073,"Gates County, North Carolina",11615,34.10036,340.6122716,44.6,43,45.8,51582,1987,763,136800,8407.272727
05000US37075,"Graham County, North Carolina",8651,29.62968,291.970786,44.8,41.3,48,34778,1984,551,122300,9637.575758
05000US37077,"Granville County, North Carolina",58341,109.6655,531.9905791,41.9,40.6,43.6,50317,1989,752,141200,2579.393939
05000US37079,"Greene County, North Carolina",21241,79.63212,266.7391015,39.8,37.7,42.5,37190,1984,627,88300,2478.181818
05000US37081,"Guilford County, North Carolina",511815,792.5668,645.7688731,37.1,36,38,46896,1983,789,157300,967.2727273
05000US37083,"Halifax County, North Carolina",52849,73.02282,723.7326999,42.4,39.7,45.1,32549,1976,687,87700,1856.969697
05000US37085,"Harnett County, North Carolina",126620,212.802,595.0133267,33.7,32.9,34.6,47930,1992,805,140800,2049.69697
05000US37087,"Haywood County, North Carolina",59577,107.6233,553.5695517,47.2,45.7,48.5,43097,1982,711,165800,3269.69697
05000US37089,"Henderson County, North Carolina",110905,297.2808,373.0647462,46.8,44.8,48.6,48138,1987,784,185800,3152.121212
05000US37091,"Hertford County, North Carolina",24285,68.76443,353.1622108,41.9,39.6,43.8,34523,1977,676,86900,2306.060606
05000US37093,"Hoke County, North Carolina",51853,132.919,390.1097302,31.7,31.1,32.4,42704,1994,799,134100,3566.060606
05000US37095,"Hyde County, North Carolina",5629,9.192719,612.3324,41.8,41.2,44.4,37741,1977,809,75600,10035.15152
05000US37097,"Iredell County, North Carolina",167493,291.7007,574.194648,40.4,39.1,41.3,53937,1991,819,169300,1775.757576
05000US37099,"Jackson County, North Carolina",41227,83.98567,490.8813354,37.1,35,39,40278,1988,671,172800,5155.151515
05000US37101,"Johnston County, North Carolina",182155,230.2132,791.2446606,37.7,36.5,39.1,51980,1993,787,147500,1956.969697
05000US37103,"Jones County, North Carolina",10074,21.37172,471.3706349,47,43.5,49,34080,1980,645,91000,5100.606061
05000US37105,"Lee County, North Carolina",59540,233.443,255.0515107,37.6,36.2,39.6,46402,1982,690,134800,3217.575758
05000US37107,"Lenoir County, North Carolina",58343,146.1913,399.0867973,42.1,39.6,44.3,36956,1975,676,93400,2219.393939
05000US37109,"Lincoln County, North Carolina",79783,269.6634,295.8614851,42.4,41.6,43.3,49283,1989,676,153500,3144.848485
05000US37111,"McDowell County, North Carolina",45013,102.3129,439.9541002,43.1,40.7,45.2,37590,1980,591,104500,3412.121212
05000US37113,"Macon County, North Carolina",33991,65.9271,515.5846591,49,46.3,50.8,39593,1984,714,167500,3905.454545
05000US37115,"Madison County, North Carolina",21130,46.99575,449.6150808,43.9,42.4,45.7,40408,1981,635,162500,3784.242424
05000US37117,"Martin County, North Carolina",23510,51.50902,456.4249101,46.2,43.9,46.8,34957,1974,622,84000,2607.272727
05000US37119,"Mecklenburg County, North Carolina",1011774,1932.344,523.5994236,34.7,33.7,35.8,59268,1991,977,192700,1053.939394
05000US37121,"Mitchell County, North Carolina",15263,68.98493,221.2512243,46.9,45.1,48,39658,1977,540,143500,6378.787879
05000US37123,"Montgomery County, North Carolina",27475,55.89751,491.5245507,41.4,39.5,42.9,34819,1982,562,95700,3716.363636
05000US37125,"Moore County, North Carolina",93070,133.4008,697.6719274,45,42.8,46.6,51873,1989,787,205300,3850.30303
05000US37127,"Nash County, North Carolina",94385,174.6439,540.4425719,41.2,39.7,42.6,43804,1984,707,120500,2340
05000US37129,"New Hanover County, North Carolina",216430,1127.903,191.8871099,38.4,36.8,39.9,51232,1989,928,215800,2449.69697
